,0,1,2,3,4,5,6,7,8,name,dispointstrict,district,state,extraction_date
916,"<img src=""grosplan/PA/PA_0917-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_917 [20 pts]</b>",Date de pose : 27/02/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;17&quot;);"">Paris - 17ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_degraded.png"" class=""banniere"" width=""25""> Un peu dégradé",Date et source : avril 2022 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_917/"" target=""_blank"">hashtag #PA_917</a></font>","<div id=""image19""><a class=""chocolat-image"" href=""photos/PA/PA_0917-juillet2015.jpg"" title=""PA_0917-juillet2015""><img src=""images/PA/PA_0917-juillet2015.jpg"" width=""300"" class=""imagelien""></a></div>","<div id=""image20""><a class=""chocolat-image"" href=""photos/PA/PA_0917-avril2022.jpg"" title=""PA_0917-avril2022""><img src=""images/PA/PA_0917-avril2022.jpg"" width=""300"" class=""imagelien""></a></div>",PA_917,20,Paris - 17ème arrondissement,Un peu dégradé,2025-01-31
917,"<img src=""grosplan/PA/PA_0918-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_918 [20 pts]</b>",Date de pose : 27/02/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;08&quot;);"">Paris - 8ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_degraded.png"" class=""banniere"" width=""25""> Dégradé",Date et source : janvier 2023 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_918/"" target=""_blank"">hashtag #PA_918</a></font>","<div id=""image21""><a class=""chocolat-image"" href=""photos/PA/PA_0918-mars2015.jpg"" title=""PA_0918-mars2015""><img src=""images/PA/PA_0918-mars2015.jpg"" width=""300"" class=""imagelien""></a></div>","<img src=""images/PA/PA_0918-janvier2023.jpg"" width=""300"">",PA_918,20,Paris - 8ème arrondissement,Dégradé,2025-01-31
918,"<img src=""grosplan/PA/PA_0919-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_919 [20 pts]</b>",Date de pose : 27/02/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;02&quot;);"">Paris - 2ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : juillet 2019 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_919/"" target=""_blank"">hashtag #PA_919</a></font>","<div id=""image22""><a class=""chocolat-image"" href=""photos/PA/PA_0919-juin2018.jpg"" title=""PA_0919-juin2018""><img src=""images/PA/PA_0919-juin2018.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_919,20,Paris - 2ème arrondissement,OK,2025-01-31
91,"<img src=""grosplan/PA/PA_0092-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_92 [10 pts]</b>",Date de pose : 28/08/1998,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;01&quot;);"">Paris - 1er arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_degraded.png"" class=""banniere"" width=""25""> Dégradé",Date et source : août 2022,"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_92/"" target=""_blank"">hashtag #PA_92</a></font>","<div id=""image55""><a class=""chocolat-image"" href=""photos/PA/PA_0092-juin2018.jpg"" title=""PA_0092-juin2018""><img src=""images/PA/PA_0092-juin2018.jpg"" width=""300"" class=""imagelien""></a></div>","<div id=""image56""><a class=""chocolat-image"" href=""photos/PA/PA_0092-aout2022.jpg"" title=""PA_0092-aout2022""><img src=""images/PA/PA_0092-aout2022.jpg"" width=""300"" class=""imagelien""></a></div>",PA_92,10,Paris - 1er arrondissement,Dégradé,2025-01-31
919,"<img src=""grosplan/PA/PA_0920-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_920 [30 pts]</b>",Date de pose : 05/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;93&quot;);"">Paris - banlieue 93</a>)","Dernier état connu : <img src=""nav/spot_invader_degraded.png"" class=""banniere"" width=""25""> Un peu dégradé",Date et source : septembre 2024 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_920/"" target=""_blank"">hashtag #PA_920</a></font>","<div id=""image23""><a class=""chocolat-image"" href=""photos/PA/PA_0920-juillet2015.jpg"" title=""PA_0920-juillet2015""><img src=""images/PA/PA_0920-juillet2015.jpg"" width=""300"" class=""imagelien""></a></div>","<img src=""images/PA/PA_0920-septembre2024.jpg"" width=""300"">",PA_920,30,Paris - banlieue 93,Un peu dégradé,2025-01-31
920,"<img src=""grosplan/PA/PA_0921-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_921 [10 pts]</b>",Date de pose : 06/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;12&quot;);"">Paris - 12ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_degraded.png"" class=""banniere"" width=""25""> Dégradé",Date et source : septembre 2019 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_921/"" target=""_blank"">hashtag #PA_921</a></font>","<div id=""image24""><a class=""chocolat-image"" href=""photos/PA/PA_0921-avril2015.jpg"" title=""PA_0921-avril2015""><img src=""images/PA/PA_0921-avril2015.jpg"" width=""300"" class=""imagelien""></a></div>","<img src=""images/PA/PA_0921-aout2018.jpg"" width=""300"">",PA_921,10,Paris - 12ème arrondissement,Dégradé,2025-01-31
921,"<img src=""grosplan/PA/PA_0922-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_922 [10 pts]</b>",Date de pose : 06/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;13&quot;);"">Paris - 13ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : novembre 2019 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_922/"" target=""_blank"">hashtag #PA_922</a></font>","<div id=""image25""><a class=""chocolat-image"" href=""photos/PA/PA_0922-avril2015.jpg"" title=""PA_0922-avril2015""><img src=""images/PA/PA_0922-avril2015.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_922,10,Paris - 13ème arrondissement,OK,2025-01-31
922,"<img src=""grosplan/PA/PA_0923-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_923 [20 pts]</b>",Date de pose : 06/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;12&quot;);"">Paris - 12ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : avril 2019 (spott),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_923/"" target=""_blank"">hashtag #PA_923</a></font>","<div id=""image26""><a class=""chocolat-image"" href=""photos/PA/PA_0923-avril2019.jpg"" title=""PA_0923-avril2019""><img src=""images/PA/PA_0923-avril2019.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_923,20,Paris - 12ème arrondissement,OK,2025-01-31
923,"<img src=""grosplan/PA/PA_0924-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_924 [10 pts]</b>",Date de pose : 06/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;12&quot;);"">Paris - 12ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : novembre 2024 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_924/"" target=""_blank"">hashtag #PA_924</a></font>","<div id=""image27""><a class=""chocolat-image"" href=""photos/PA/PA_0924-octobre2018.jpg"" title=""PA_0924-octobre2018""><img src=""images/PA/PA_0924-octobre2018.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_924,10,Paris - 12ème arrondissement,OK,2025-01-31
924,"<img src=""grosplan/PA/PA_0925-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_925 [10 pts]</b>",Date de pose : 06/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;04&quot;);"">Paris - 4ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : juillet 2023 (Instagram),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_925/"" target=""_blank"">hashtag #PA_925</a></font>","<div id=""image28""><a class=""chocolat-image"" href=""photos/PA/PA_0925-juillet2023.jpg"" title=""PA_0925-juillet2023""><img src=""images/PA/PA_0925-juillet2023.jpg"" width=""300"" class=""imagelien""></a></div>","<div id=""image29""><a class=""chocolat-image"" href=""photos/PA/PA_0925-avril2015.jpg"" title=""PA_0925-avril2015""><img src=""images/PA/PA_0925-avril2015.jpg"" width=""300"" class=""imagelien""></a></div>",PA_925,10,Paris - 4ème arrondissement,OK,2025-01-31
925,"<img src=""grosplan/PA/PA_0926-grosplan.png"" title=""I'M THE KING"" width=""100"">","<font class=""normal""><b>PA_926 [30 pts]</b>",Date de pose : 06/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;03&quot;);"">Paris - 3ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_degraded.png"" class=""banniere"" width=""25""> Un peu dégradé",Date et source : janvier 2021 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_926/"" target=""_blank"">hashtag #PA_926</a></font>","<div id=""image30""><a class=""chocolat-image"" href=""photos/PA/PA_0926-janvier2016.jpg"" title=""PA_0926-janvier2016""><img src=""images/PA/PA_0926-janvier2016.jpg"" width=""300"" class=""imagelien""></a></div>","<div id=""image31""><a class=""chocolat-image"" href=""photos/PA/PA_0926-mai2021.jpg"" title=""PA_0926-mai2021""><img src=""images/PA/PA_0926-mai2021.jpg"" width=""300"" class=""imagelien""></a></div>",PA_926,30,Paris - 3ème arrondissement,Un peu dégradé,2025-01-31
926,"<img src=""grosplan/PA/PA_0927-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_927 [20 pts]</b>",Date de pose : 06/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;11&quot;);"">Paris - 11ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : février 2023 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_927/"" target=""_blank"">hashtag #PA_927</a></font>","<div id=""image32""><a class=""chocolat-image"" href=""photos/PA/PA_0927-fevrier2023.jpg"" title=""PA_0927-fevrier2023""><img src=""images/PA/PA_0927-fevrier2023.jpg"" width=""300"" class=""imagelien""></a></div>","<img src=""images/PA/PA_0927-archive.jpg"" width=""300"">",PA_927,20,Paris - 11ème arrondissement,OK,2025-01-31
927,"<img src=""grosplan/PA/PA_0928-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_928 [30 pts]</b>",Date de pose : 15/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;94&quot;);"">Paris - banlieue 94</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : mai 2021 (Live FlashInvaders),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_928/"" target=""_blank"">hashtag #PA_928</a></font>","<div id=""image33""><a class=""chocolat-image"" href=""photos/PA/PA_0928-avril2022.jpg"" title=""PA_0928-avril2022""><img src=""images/PA/PA_0928-avril2022.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_928,30,Paris - banlieue 94,OK,2025-01-31
928,"<img src=""grosplan/PA/PA_0929-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_929 [30 pts]</b>",Date de pose : 16/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;94&quot;);"">Paris - banlieue 94</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : mai 2023 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_929/"" target=""_blank"">hashtag #PA_929</a></font>","<div id=""image34""><a class=""chocolat-image"" href=""photos/PA/PA_0929-mars2019.jpg"" title=""PA_0929-mars2019""><img src=""images/PA/PA_0929-mars2019.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_929,30,Paris - banlieue 94,OK,2025-01-31
92,"<img src=""grosplan/PA/PA_0093-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_93 [10 pts]</b>",Date de pose : 28/08/1998,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;01&quot;);"">Paris - 1er arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : décembre 2023 (Instagram),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_93/"" target=""_blank"">hashtag #PA_93</a></font>","<div id=""image57""><a class=""chocolat-image"" href=""photos/PA/PA_0093-septembre2016.jpg"" title=""PA_0093-septembre2016""><img src=""images/PA/PA_0093-septembre2016.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_93,10,Paris - 1er arrondissement,OK,2025-01-31
929,"<img src=""grosplan/PA/PA_0930-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_930 [20 pts]</b>",Date de pose : 20/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;09&quot;);"">Paris - 9ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : septembre 2020,"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_930/"" target=""_blank"">hashtag #PA_930</a></font>","<div id=""image35""><a class=""chocolat-image"" href=""photos/PA/PA_0930-septembre2020.jpg"" title=""PA_0930-septembre2020""><img src=""images/PA/PA_0930-septembre2020.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_930,20,Paris - 9ème arrondissement,OK,2025-01-31
930,"<img src=""grosplan/PA/PA_0931-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_931 [20 pts]</b>",Date de pose : 20/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;09&quot;);"">Paris - 9ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : septembre 2018 (spott),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_931/"" target=""_blank"">hashtag #PA_931</a></font>","<div id=""image36""><a class=""chocolat-image"" href=""photos/PA/PA_0931-septembre2018.jpg"" title=""PA_0931-septembre2018""><img src=""images/PA/PA_0931-septembre2018.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_931,20,Paris - 9ème arrondissement,OK,2025-01-31
931,"<img src=""grosplan/PA/PA_0932-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_932 [20 pts]</b>",Date de pose : 20/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;10&quot;);"">Paris - 10ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : septembre 2016 (spott),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_932/"" target=""_blank"">hashtag #PA_932</a></font>","<div id=""image37""><a class=""chocolat-image"" href=""photos/PA/PA_0932-septembre2016.jpg"" title=""PA_0932-septembre2016""><img src=""images/PA/PA_0932-septembre2016.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_932,20,Paris - 10ème arrondissement,OK,2025-01-31
932,"<img src=""grosplan/PA/PA_0933-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_933 [30 pts]</b>",Date de pose : 20/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;14&quot;);"">Paris - 14ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : mars 2019 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_933/"" target=""_blank"">hashtag #PA_933</a></font>","<div id=""image38""><a class=""chocolat-image"" href=""photos/PA/PA_0933-avril2015.jpg"" title=""PA_0933-avril2015""><img src=""images/PA/PA_0933-avril2015.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_933,30,Paris - 14ème arrondissement,OK,2025-01-31
933,"<img src=""grosplan/PA/PA_0934-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_934 [50 pts]</b>",Date de pose : 20/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;15&quot;);"">Paris - 15ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_degraded.png"" class=""banniere"" width=""25""> Un peu dégradé",Date et source : octobre 2020 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_934/"" target=""_blank"">hashtag #PA_934</a></font>","<div id=""image39""><a class=""chocolat-image"" href=""photos/PA/PA_0934-avril2015.jpg"" title=""PA_0934-avril2015""><img src=""images/PA/PA_0934-avril2015.jpg"" width=""300"" class=""imagelien""></a></div>","<img src=""images/PA/PA_0934-octobre2020.jpg"" width=""300"">",PA_934,50,Paris - 15ème arrondissement,Un peu dégradé,2025-01-31
934,"<img src=""grosplan/PA/PA_0935-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_935 [20 pts]</b>",Date de pose : 20/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;15&quot;);"">Paris - 15ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_degraded.png"" class=""banniere"" width=""25""> Un peu dégradé",Date et source : juillet 2022,"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_935/"" target=""_blank"">hashtag #PA_935</a></font>","<div id=""image40""><a class=""chocolat-image"" href=""photos/PA/PA_0935-avril2019.jpg"" title=""PA_0935-avril2019""><img src=""images/PA/PA_0935-avril2019.jpg"" width=""300"" class=""imagelien""></a></div>","<div id=""image41""><a class=""chocolat-image"" href=""photos/PA/PA_0935-juillet2022.jpg"" title=""PA_0935-juillet2022""><img src=""images/PA/PA_0935-juillet2022.jpg"" width=""300"" class=""imagelien""></a></div>",PA_935,20,Paris - 15ème arrondissement,Un peu dégradé,2025-01-31
935,"<img src=""grosplan/PA/PA_0936-grosplan.png"" title=""?"" width=""100"">","<font class=""normal""><b>PA_936 [50 pts]</b>",Date de pose : 27/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;13&quot;);"">Paris - 13ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_destroyed.png"" class=""banniere"" width=""25""> Détruit !",Date et source : octobre 2022,"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_936/"" target=""_blank"">hashtag #PA_936</a></font>","<div id=""image42""><a class=""chocolat-image"" href=""photos/PA/PA_0936-juin2016.jpg"" title=""PA_0936-juin2016""><img src=""images/PA/PA_0936-juin2016.jpg"" width=""300"" class=""imagelien""></a></div>","<div id=""image43""><a class=""chocolat-image"" href=""photos/PA/PA_0936-octobre2022.jpg"" title=""PA_0936-octobre2022""><img src=""images/PA/PA_0936-octobre2022.jpg"" width=""300"" class=""imagelien""></a></div>",PA_936,50,Paris - 13ème arrondissement,Détruit !,2025-01-31
936,"<img src=""grosplan/PA/PA_0937-grosplan.png"" title=""LE MONDE IS BEHIND YOU !"" width=""100"">","<font class=""normal""><b>PA_937 [30 pts]</b>",Date de pose : 27/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;13&quot;);"">Paris - 13ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : mai 2019 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_937/"" target=""_blank"">hashtag #PA_937</a></font>","<div id=""image44""><a class=""chocolat-image"" href=""photos/PA/PA_0937-avril2015.jpg"" title=""PA_0937-avril2015""><img src=""images/PA/PA_0937-avril2015.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_937,30,Paris - 13ème arrondissement,OK,2025-01-31
937,"<img src=""grosplan/PA/PA_0938-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_938 [30 pts]</b>",Date de pose : 27/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;13&quot;);"">Paris - 13ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : mai 2019 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_938/"" target=""_blank"">hashtag #PA_938</a></font>","<div id=""image45""><a class=""chocolat-image"" href=""photos/PA/PA_0938-avril2015.jpg"" title=""PA_0938-avril2015""><img src=""images/PA/PA_0938-avril2015.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_938,30,Paris - 13ème arrondissement,OK,2025-01-31
938,"<img src=""grosplan/PA/PA_0939-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_939 [30 pts]</b>",Date de pose : 27/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;14&quot;);"">Paris - 14ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_destroyed.png"" class=""banniere"" width=""25""> Détruit !",Date et source : septembre 2022,"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_939/"" target=""_blank"">hashtag #PA_939</a></font>","<div id=""image46""><a class=""chocolat-image"" href=""photos/PA/PA_0939-juin2016.jpg"" title=""PA_0939-juin2016""><img src=""images/PA/PA_0939-juin2016.jpg"" width=""300"" class=""imagelien""></a></div>","<div id=""image47""><a class=""chocolat-image"" href=""photos/PA/PA_0939-septembre2022.jpg"" title=""PA_0939-septembre2022""><img src=""images/PA/PA_0939-septembre2022.jpg"" width=""300"" class=""imagelien""></a></div>",PA_939,30,Paris - 14ème arrondissement,Détruit !,2025-01-31
93,"<img src=""grosplan/PA/PA_0094-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_94 [10 pts]</b>",Date de pose : 28/08/1998,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;06&quot;);"">Paris - 6ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_destroyed.png"" class=""banniere"" width=""25""> Détruit !",Date et source : février 2024 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_94/"" target=""_blank"">hashtag #PA_94</a></font>","<div id=""image58""><a class=""chocolat-image"" href=""photos/PA/PA_0094-fevrier2018.jpg"" title=""PA_0094-fevrier2018""><img src=""images/PA/PA_0094-fevrier2018.jpg"" width=""300"" class=""imagelien""></a></div>","<div id=""image59""><a class=""chocolat-image"" href=""photos/PA/PA_0094-fevrier2024.jpg"" title=""PA_0094-fevrier2024""><img src=""images/PA/PA_0094-fevrier2024.jpg"" width=""300"" class=""imagelien""></a></div>",PA_94,10,Paris - 6ème arrondissement,Détruit !,2025-01-31
939,"<img src=""grosplan/PA/PA_0940-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_940 [10 pts]</b>",Date de pose : 27/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;14&quot;);"">Paris - 14ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : mars 2019 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_940/"" target=""_blank"">hashtag #PA_940</a></font>","<div id=""image48""><a class=""chocolat-image"" href=""photos/PA/PA_0940-avril2015.jpg"" title=""PA_0940-avril2015""><img src=""images/PA/PA_0940-avril2015.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_940,10,Paris - 14ème arrondissement,OK,2025-01-31
940,"<img src=""grosplan/PA/PA_0941-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_941 [30 pts]</b>",Date de pose : 27/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;15&quot;);"">Paris - 15ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : septembre 2022,"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_941/"" target=""_blank"">hashtag #PA_941</a></font>","<div id=""image49""><a class=""chocolat-image"" href=""photos/PA/PA_0941-juillet2022.jpg"" title=""PA_0941-juillet2022""><img src=""images/PA/PA_0941-juillet2022.jpg"" width=""300"" class=""imagelien""></a></div>","<div id=""image50""><a class=""chocolat-image"" href=""photos/PA/PA_0941-avril2015.jpg"" title=""PA_0941-avril2015""><img src=""images/PA/PA_0941-avril2015.jpg"" width=""300"" class=""imagelien""></a></div>",PA_941,30,Paris - 15ème arrondissement,OK,2025-01-31
941,"<img src=""grosplan/PA/PA_0942-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_942 [20 pts]</b>",Date de pose : 27/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;13&quot;);"">Paris - 13ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_ok.png"" class=""banniere"" width=""25""> OK",Date et source : septembre 2017 (spott),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_942/"" target=""_blank"">hashtag #PA_942</a></font>","<div id=""image51""><a class=""chocolat-image"" href=""photos/PA/PA_0942-septembre2017.jpg"" title=""PA_0942-septembre2017""><img src=""images/PA/PA_0942-septembre2017.jpg"" width=""300"" class=""imagelien""></a></div>",&nbsp;,PA_942,20,Paris - 13ème arrondissement,OK,2025-01-31
942,"<img src=""grosplan/PA/PA_0943-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_943 [20 pts]</b>",Date de pose : 27/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;13&quot;);"">Paris - 13ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_degraded.png"" class=""banniere"" width=""25""> Dégradé",Date et source : décembre 2024 (report),"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_943/"" target=""_blank"">hashtag #PA_943</a></font>","<div id=""image52""><a class=""chocolat-image"" href=""photos/PA/PA_0943-avril2015.jpg"" title=""PA_0943-avril2015""><img src=""images/PA/PA_0943-avril2015.jpg"" width=""300"" class=""imagelien""></a></div>","<div id=""image53""><a class=""chocolat-image"" href=""photos/PA/PA_0943-decembre2024.jpg"" title=""PA_0943-decembre2024""><img src=""images/PA/PA_0943-decembre2024.jpg"" width=""300"" class=""imagelien""></a></div>",PA_943,20,Paris - 13ème arrondissement,Dégradé,2025-01-31
943,"<img src=""grosplan/PA/PA_0944-grosplan.png"" title=""---"" width=""100"">","<font class=""normal""><b>PA_944 [30 pts]</b>",Date de pose : 27/03/2011,"(<a href=""javascript:lienv(&quot;PA&quot;,&quot;11&quot;);"">Paris - 11ème arrondissement</a>)","Dernier état connu : <img src=""nav/spot_invader_degraded.png"" class=""banniere"" width=""25""> Un peu dégradé",Date et source : septembre 2022,"Instagram: <a href=""https://www.instagram.com/explore/tags/pa_944/"" target=""_blank"">hashtag #PA_944</a></font>","<div id=""image54""><a class=""chocolat-image"" href=""photos/PA/PA_0944-juillet2019.jpg"" title=""PA_0944-juillet2019""><img src=""images/PA/PA_0944-juillet2019.jpg"" width=""300"" class=""imagelien""></a></div>","<div id=""image55""><a class=""chocolat-image"" href=""photos/PA/PA_0944-septembre2022.jpg"" title=""PA_0944-septembre2022""><img src=""images/PA/PA_0944-septembre2022.jpg"" width=""300"" class=""imagelien""></a></div>",PA_944,30,Paris - 11ème arrondissement,Un peu dégradé,2025-01-31
